дата	давление	температура
д.м.г	кг/см2	оС
17.06.2013	81,8	22,8
18.06.2013	82,4	23,4
19.06.2013	83,4	24
20.06.2013	84,3	24,1
21.06.2013	81,8	20,2
22.06.2013	78,8	20,4
23.06.2013	83,2	20,8
24.06.2013	84,8	21,1
25.06.2013	81,7	20,7
26.06.2013	81,9	20,6
27.06.2013	81,7	20,1
28.06.2013	83,5	18,5
29.06.2013	84,6	19,7
30.06.2013	85,4	20,3
01.07.2013	85,4	20,8
02.07.2013	85,3	21,2
03.07.2013	84,5	22,4
04.07.2013	85,1	23,1
05.07.2013	84,8	23,3
06.07.2013	86,1	24
07.07.2013	85,8	23,9
08.07.2013	86,6	23,9
09.07.2013	87,3	24,5
10.07.2013	88,6	25,2
11.07.2013	88	23,2
12.07.2013	88,2	23,4
13.07.2013	89,1	23,7
14.07.2013	89	23,4
15.07.2013	88,5	23,9
16.07.2013	88,3	23,8
17.07.2013	88,9	24,6
18.07.2013	89,3	25
19.07.2013	89,2	25,6
20.07.2013	90	26,1
21.07.2013	90,9	26,7
22.07.2013	90,9	26,9
23.07.2013	91,1	27,1
24.07.2013	91,2	27,4
25.07.2013	91	27,1
26.07.2013	91,3	27,3
27.07.2013	93,1	28,1
28.07.2013	93,2	28,2
29.07.2013	92,6	27,9
30.07.2013	92,4	27,9
31.07.2013		
01.08.2013		
02.08.2013		
03.08.2013		
04.08.2013		
05.08.2013		
06.08.2013		
07.08.2013		
08.08.2013	88,3	20,7
09.08.2013	82,4	20,9
10.08.2013	92,4	22,4
11.08.2013	92	23,6
12.08.2013	91,4	24,3
13.08.2013	90,9	24,8
14.08.2013	90,8	24,5
15.08.2013	93	25,1
16.08.2013	92,8	25
17.08.2013	91,9	25,3
18.08.2013	93	25,6
19.08.2013	93,4	25,7
20.08.2013	93,1	25,8
21.08.2013	93,2	26,1
22.08.2013	93,3	27
23.08.2013	93,5	26,7
24.08.2013	93,9	26,8
25.08.2013	94,4	26,9
26.08.2013	93,9	27,2
27.08.2013	94,3	27,3
28.08.2013	93,6	26,7
29.08.2013	92,9	26,7
30.08.2013	94,3	27,9
31.08.2013	94	28
01.09.2013	94,4	28,1
02.09.2013	94	28,4
03.09.2013	93	25,8
04.09.2013	94,2	26,4
05.09.2013	93,7	26,4
06.09.2013	92,8	26,1
07.09.2013	93,2	26,4
08.09.2013	93,1	26,3
09.09.2013	93,1	26,4
10.09.2013	92,2	26,9
11.09.2013	92,7	27,3
12.09.2013	93,4	27,6
13.09.2013	92,8	27,8
14.09.2013	92,3	27,3
15.09.2013	92,2	27,9
16.09.2013	93,2	28
17.09.2013	92,9	27,8
18.09.2013	90,2	27,4
19.09.2013	89,7	27
20.09.2013	92,4	24,3
21.09.2013	90,7	25
22.09.2013	92,1	25,5
23.09.2013	91,9	27,7
24.09.2013	92	26,1
25.09.2013	92,8	26,1
26.09.2013	89,7	25,5
27.09.2013	93,1	26,1
28.09.2013	92,6	26,4
29.09.2013	92,6	26,3
30.09.2013	92,6	26,2
